index;wform;noise;wform_noisy;y_filtfilt;y_filter
355;-0.2377525770;0.0807649619;-0.1569876151;-0.2549045755;0.0578015607
356;-0.2982430718;0.0041199579;-0.2941231140;-0.2912431436;-0.0280624582
357;-0.3575577301;-0.0756208606;-0.4331785907;-0.3706752488;-0.1445150658
358;-0.4154627014;-0.0089129148;-0.4243756162;-0.4828082257;-0.2563548714
359;-0.4717296927;-0.2008850322;-0.6726147248;-0.5697382857;-0.3179080091
360;-0.5261368688;0.1083918038;-0.4177450650;-0.5921033425;-0.3389634747
361;-0.5784697273;-0.0981190563;-0.6765887836;-0.5791670985;-0.3881007015
362;-0.6285219433;-0.0688488638;-0.6973708071;-0.6022533389;-0.4950586970
363;-0.6760961839;0.1339479482;-0.5421482358;-0.6896979177;-0.5969006110
364;-0.7210048856;-0.0909243160;-0.8119292016;-0.7817873533;-0.6264133771
365;-0.7630709938;-0.0412857729;-0.8043567667;-0.8000940036;-0.6109894275
366;-0.8021286610;-0.0506163186;-0.8527449796;-0.7605394665;-0.6284639330
367;-0.8380239006;0.1619747799;-0.6760491207;-0.7695321772;-0.6981432656
368;-0.8706151942;0.0080900711;-0.8625251230;-0.8784543753;-0.7728452555
369;-0.8997740490;-0.1081056490;-1.0078796980;-0.9889052428;-0.8131822165
370;-0.9253855050;-0.1124517812;-1.0378372860;-0.9674877472;-0.8206379973
371;-0.9473485879;0.1735676343;-0.7737809537;-0.8362850391;-0.8223312109
372;-0.9655767074;0.1937458597;-0.7718308477;-0.7665773357;-0.8551253463
373;-0.9799979981;0.1635068219;-0.8164911763;-0.8611176122;-0.9262103810
374;-0.9905556036;-0.1255940167;-1.1161496200;-1.0187731020;-0.9710687457
375;-0.9972079001;-0.0213537506;-1.0185616510;-1.0736307260;-0.9165670032
376;-0.9999286605;-0.0198932048;-1.0198218650;-1.0147862590;-0.8123999470
377;-0.9987071582;0.0307499178;-0.9679572404;-0.9792225320;-0.8116636032
378;-0.9935482089;-0.0572325457;-1.0507807550;-1.0374543950;-0.9647526925
379;-0.9844721521;-0.0977648367;-1.0822369890;-1.0865730780;-1.1198559440
380;-0.9715147705;-0.0446809407;-1.0161957110;-1.0042488810;-1.1147902880
381;-0.9547271491;0.1082091901;-0.8465179591;-0.8385230944;-0.9981062659
382;-0.9341754740;0.2372647949;-0.6969106791;-0.7569080081;-0.9470348148
383;-0.9099407709;0.0229288336;-0.8870119373;-0.8220621327;-1.0029792160
384;-0.8821185863;-0.0266623136;-0.9087808999;-0.9073043647;-1.0206922930
385;-0.8508186103;0.0701672177;-0.7806513927;-0.8688515732;-0.9001740842
386;-0.8161642446;-0.0487590491;-0.8649232937;-0.7350648567;-0.7492948070
387;-0.7782921153;0.1862479725;-0.5920441428;-0.6555258007;-0.7355449945
388;-0.7373515352;0.1106851110;-0.6266664241;-0.6904958647;-0.8450805574
389;-0.6935039141;-0.1227565722;-0.8162604863;-0.7361016754;-0.8982863489
390;-0.6469221234;-0.0669885110;-0.7139106344;-0.6788007828;-0.7950407936
391;-0.5977898137;0.1340929452;-0.4636968684;-0.5514818590;-0.6421856800
392;-0.5463006913;0.0388083316;-0.5074923597;-0.4761910536;-0.6001169174
393;-0.4926577544;0.0393058929;-0.4533518616;-0.4891904543;-0.6704346737
394;-0.4370724927;-0.1707333578;-0.6078058505;-0.4995746522;-0.7021106225
395;-0.3797640534;0.0227858645;-0.3569781889;-0.4268197972;-0.5977205429
396;-0.3209583776;0.0685632858;-0.2523950919;-0.3117622912;-0.4454866483
397;-0.2608873093;-0.0636790113;-0.3245663206;-0.2510140494;-0.3958119612
398;-0.1997876813;-0.1002605554;-0.3000482367;-0.2592375725;-0.4474555945
399;-0.1379003816;-0.0185620673;-0.1564624489;-0.2504959782;-0.4518858666
400;-0.0754694035;-0.1054032714;-0.1808726749;-0.1537325027;-0.3356957164
401;-0.0127408840;-0.0071539489;-0.0198948329;-0.0018244664;-0.2060121021
402;0.0500378670;0.0279198420;0.0779577090;0.1163008236;-0.1788518052
403;0.1126193415;0.1373275342;0.2499468758;0.1670643500;-0.2028162137
404;0.1747568093;0.0179841032;0.1927409125;0.2015604128;-0.1450755280
405;0.2362052907;-0.0542016557;0.1820036351;0.2754351760;0.0137638104
406;0.2967225224;0.1634190581;0.4601415804;0.3747598545;0.1682717626
407;0.3560699124;0.0825215152;0.4385914275;0.4445722216;0.2388958410
408;0.4140134811;0.0230761142;0.4370895953;0.4700430343;0.2538345261
409;0.4703247835;0.0671633946;0.5374881781;0.4923054978;0.2885623825
410;0.5247818097;-0.0508077880;0.4739740216;0.5442906291;0.3743188638
411;0.5771698605;0.0856351597;0.6628050202;0.6089786387;0.4725419989
412;0.6272823937;0.0268503454;0.6541327391;0.6581258680;0.5257208535
413;0.6749218385;0.0624975176;0.7374193561;0.6992198433;0.5300139413
414;0.7199003742;-0.1047337938;0.6151665805;0.7514546016;0.5433270765
415;0.7620406711;0.1535670381;0.9156077092;0.7971534007;0.6095615535
416;0.8011765890;0.0434425738;0.8446191628;0.8036334609;0.6984822684
417;0.8371538330;-0.1917135853;0.6454402477;0.7927457209;0.7501937528
418;0.8698305611;0.0469939524;0.9168245135;0.8380010374;0.7608616492
419;0.8990779440;0.1274351133;1.0265130570;0.9645656829;0.7782207974
420;0.9247806725;0.0638542451;0.9886349176;1.0873512560;0.8191322910
421;0.9468374125;0.1380782476;1.0849156600;1.0958046290;0.8553673000
422;0.9651612043;0.1319842856;1.0971454900;0.9926315810;0.8884264185
423;0.9796798056;-0.0909429237;0.8887368819;0.9009202293;0.9593477210
424;0.9903359761;-0.2305605052;0.7597754709;0.9196454029;1.0581434560
425;0.9970877035;0.1788730245;1.1759607280;1.0119417980;1.1002383420
426;0.9999083687;0.0390797808;1.0389881500;1.0650055480;1.0338277710
427;0.9987868511;0.0020323676;1.0008192190;1.0284742170;0.9226681063
428;0.9937275725;-0.0405977003;0.9531298722;0.9499798346;0.8860474823
429;0.9847504791;-0.1534894549;0.8312610242;0.8919198493;0.9660853422
430;0.9718909637;0.0221373102;0.9940282739;0.8683176788;1.0705612790
431;0.9551997253;-0.1374478654;0.8177518599;0.8681928498;1.0689283830
432;0.9347425700;-0.0839285531;0.8508140169;0.8866754700;0.9496558294
433;0.9106001509;-0.0208642560;0.8897358949;0.9074581051;0.8379702267
434;0.8828676507;0.0755912999;0.9584589506;0.8967034128;0.8337444595
435;0.8516544059;0.0375734453;0.8892278511;0.8499779657;0.8917505931
436;0.8170834761;-0.1345412966;0.6825421795;0.8143018025;0.9113466750
437;0.7792911588;0.1481876246;0.9274787834;0.8224211216;0.8824333866
438;0.7384264517;0.0032736138;0.7417000655;0.8282653651;0.8640069613
439;0.6946504659;0.1870452825;0.8816957484;0.7587169007;0.8638556756
440;0.6481357900;-0.1208990524;0.5272367376;0.6219571010;0.8375525711
441;0.5990658103;-0.0782631868;0.5208026235;0.5083007415;0.7859968609
442;0.5476339872;-0.0767298524;0.4709041348;0.4700026947;0.7524278773
443;0.4940430931;-0.0107200105;0.4833230826;0.4515119673;0.7237243018
444;0.4385044123;-0.0977056672;0.3407987451;0.3726490560;0.6350637735
445;0.3812369085;-0.0963988117;0.2848380969;0.2443956853;0.4911601366
446;0.3224663615;-0.2379172353;0.0845491262;0.1540631797;0.3876933703
447;0.2624244766;-0.0838187915;0.1786056851;0.1481087710;0.3713374618
448;0.2013479717;0.0257345635;0.2270825352;0.1767826603;0.3603542066
449;0.1394776435;-0.0183834000;0.1210942435;0.1625056666;0.2664543474
450;0.0770574186;-0.0167615296;0.0602958890;0.0867767710;0.1356642076
451;0.0143333915;-0.0116988909;0.0026345006;-0.0089394553;0.0871297195
452;-0.0484471457;0.0168488174;-0.0315983284;-0.0840348340;0.1364015290
453;-0.1110366779;-0.0501206296;-0.1611573075;-0.1359400552;0.1660821939
454;-0.1731884431;-0.0705076424;-0.2436960855;-0.1856229516;0.0867450687
455;-0.2346574053;0.0508164684;-0.1838409369;-0.2470103400;-0.0496759855
456;-0.2952012202;-0.0420921536;-0.3372933738;-0.3151861205;-0.1401044443
457;-0.3545811914;0.0229133372;-0.3316678542;-0.3776261225;-0.1712701321
458;-0.4125632107;-0.0959497026;-0.5085129133;-0.4316731214;-0.2066128501
459;-0.4689186813;-0.0146042588;-0.4835229401;-0.4859786094;-0.2751564333
460;-0.5234254194;0.0744538027;-0.4489716166;-0.5427534370;-0.3477229655
461;-0.5758685297;-0.0890496033;-0.6649181330;-0.5899464199;-0.4051429161
462;-0.6260412530;0.0139061859;-0.6121350671;-0.6244182860;-0.4610856376
463;-0.6737457811;-0.0236144297;-0.6973602108;-0.6720309512;-0.5194343002
464;-0.7187940368;-0.0075459129;-0.7263399497;-0.7578522638;-0.5657346960
465;-0.7610084154;-0.0358571913;-0.7968656067;-0.8555119304;-0.6040211471
466;-0.8002224848;-0.2077634855;-1.0079859700;-0.8987377177;-0.6562016761
467;-0.8362816418;-0.0143545710;-0.8506362128;-0.8620067570;-0.7238170642
468;-0.8690437217;0.1393341475;-0.7297095742;-0.8064706492;-0.7890050542
469;-0.8983795584;0.0651804092;-0.8331991493;-0.8177787889;-0.8457362236
470;-0.9241734942;-0.0377133558;-0.9618868500;-0.9072013115;-0.8892219470
471;-0.9463238353;-0.0661443060;-1.0124681410;-1.0008819990;-0.8919338117
472;-0.9647432530;0.0248957976;-0.9398474554;-1.0279241690;-0.8474718421
473;-0.9793591280;-0.0383516157;-1.0177107440;-0.9962384731;-0.8223803830
474;-0.9901138366;-0.0528479804;-1.0429618170;-0.9709263286;-0.8886602734
475;-0.9969649777;0.0055388364;-0.9914261413;-0.9927239982;-1.0077086480
476;-0.9998855406;0.1253768571;-0.8745086835;-1.0368239490;-1.0642596090
477;-0.9988640107;-0.2520003639;-1.2508643750;-1.0538410510;-1.0232282400
478;-0.9939044154;0.0584856120;-0.9354188034;-1.0347196260;-0.9693963894
479;-0.9850263083;-0.1008064417;-1.0858327500;-1.0166325530;-0.9782569070
480;-0.9722646916;0.0944284825;-0.8778362091;-1.0256830610;-1.0285637230
481;-0.9556698785;-0.2423957134;-1.1980655920;-1.0368134120;-1.0610022890
482;-0.9353072949;-0.0223831429;-0.9576904378;-1.0081885230;-1.0542437000
483;-0.9112572211;0.0058069883;-0.9054502328;-0.9433138845;-1.0255382060
484;-0.8836144756;-0.0424614015;-0.9260758771;-0.8937999917;-1.0031308570
485;-0.8524880412;-0.0202917945;-0.8727798357;-0.8965212105;-1.0015570930
486;-0.8180006351;-0.1513076979;-0.9693083330;-0.9256013928;-0.9986345621
487;-0.7802882255;-0.1126351861;-0.8929234116;-0.9165945710;-0.9582381187
488;-0.7394994953;-0.0815002158;-0.8209997110;-0.8317673430;-0.8937602170
489;-0.6957952557;0.0366614270;-0.6591338287;-0.6977151276;-0.8656674276
490;-0.6493478127;-0.0586106759;-0.7079584885;-0.5838988246;-0.8894355206
491;-0.6003402874;0.1537409026;-0.4465993848;-0.5434962237;-0.8936923293
492;-0.5489658941;0.0140071529;-0.5349587412;-0.5658444361;-0.8095040633
493;-0.4954271785;-0.1862766666;-0.6817038451;-0.5845857160;-0.6658993002
494;-0.4399352195;-0.0454193097;-0.4853545292;-0.5402168144;-0.5541712273
495;-0.3827087966;-0.0652074105;-0.4479162071;-0.4367117419;-0.5218559997
496;-0.3239735274;0.0103317877;-0.3136417397;-0.3305823162;-0.5406543286
497;-0.2639609783;-0.0220631622;-0.2860241405;-0.2664316761;-0.5543749165
498;-0.2029077514;-0.0279043367;-0.2308120880;-0.2355908309;-0.5194840717
499;-0.1410545517;-0.0733662013;-0.2144207530;-0.1998069733;-0.4234046066
500;-0.0786452383;-0.0064533580;-0.0850985963;-0.1394110588;-0.3016090927
501;-0.0159258626;-0.1444004066;-0.1603262692;-0.0666346492;-0.2167366986
502;0.0468563015;0.0612340292;0.1080903308;-0.0012863841;-0.1911447533
503;0.1094537326;-0.1323502962;-0.0228965635;0.0522740310;-0.1791677563
504;0.1716196376;-0.0661576677;0.1054619699;0.1069759169;-0.1272337271
505;0.2331089246;-0.0146114505;0.2184974741;0.1832018554;-0.0390870467
506;0.2936791693;0.0248084958;0.3184876652;0.2940603313;0.0410342408
507;0.3530915711;-0.0076632557;0.3454283153;0.4274794649;0.0930232008
508;0.4111118937;0.1738169970;0.5849288907;0.5435026260;0.1442706245
509;0.4675113897;0.1621971900;0.6297085796;0.6035837254;0.2303764650
510;0.5220677014;0.0626435897;0.5847112910;0.6065412314;0.3505285815
511;0.5745657382;0.0091813590;0.5837470972;0.5856092637;0.4721466582
512;0.6247985243;-0.0807607047;0.5440378196;0.5711602017;0.5667256648
513;0.6725680147;-0.0461337094;0.6264343053;0.5740301920;0.6211929246
514;0.7176858761;-0.1405969194;0.5770889567;0.6071757106;0.6272612963
515;0.7599742294;-0.0374529633;0.7225212661;0.6929907856;0.5933081566
516;0.7992663508;-0.0470911236;0.7521752271;0.8241194342;0.5619059848
517;0.8354073294;0.1751295626;1.0105368920;0.9367929603;0.5805843293
518;0.8682546779;0.0753224618;0.9435771396;0.9632924510;0.6540204697
519;0.8976788941;0.0064989341;0.9041778282;0.9164084054;0.7507914930
520;0.9235639717;-0.0292764259;0.8942875459;0.8891762563;0.8477173199
521;0.9458078578;0.0082822847;0.9540901425;0.9511792112;0.9332700070
522;0.9643228547;0.0766191480;1.0409420030;1.0652289520;0.9793929597
523;0.9790359663;0.2236849878;1.2027209540;1.1319361350;0.9631442350
524;0.9898891856;0.0326886725;1.0225778580;1.1077847620;0.9239095831
525;0.9968397231;0.0863303943;1.0831701170;1.0502896530;0.9445330260
526;0.9998601762;0.0679386602;1.0677988360;1.0401231210;1.0466520900
527;0.9989386365;0.0554757626;1.0544143990;1.0831070710;1.1452014320
528;0.9940787373;0.1001630427;1.0942417800;1.1108799900;1.1470955440
529;0.9852996389;0.1259365148;1.1112361540;1.0707113990;1.0706203880
530;0.9726359533;0.0044151065;0.9770510598;0.9901196032;1.0195219090
531;0.9561376077;-0.0314137675;0.9247238402;0.9418502899;1.0467793800
532;0.9358696474;0.0226707641;0.9585404115;0.9574039430;1.0946296530
533;0.9119119799;0.0996691933;1.0115811730;0.9923658005;1.0802718030
534;0.8843590592;0.1215911719;1.0059502310;0.9791572226;1.0006177160
535;0.8533195141;-0.0542702416;0.7990492725;0.9022901714;0.9290747435
536;0.8189157192;0.0912228342;0.9101385534;0.8120338513;0.9251577989
537;0.7812833130;-0.0172141132;0.7640691998;0.7656049523;0.9655874754
538;0.7405706630;-0.0335954637;0.7069751993;0.7635224302;0.9709701624
539;0.6969382805;0.0541486777;0.7510869582;0.7506599737;0.8995091166
540;0.6505581883;0.0932111214;0.7437693096;0.6793183020;0.7962255587
541;0.6016132417;-0.0570252648;0.5445879769;0.5639295847;0.7333447735
542;0.5502964084;-0.1498605378;0.4004358706;0.4677018995;0.7228390760
543;0.4968100073;-0.0050345644;0.4917754429;0.4378301937;0.7134667423
544;0.4413649109;0.0553024774;0.4966673883;0.4593007555;0.6563049504
545;0.3841797139;0.0083497887;0.3925295026;0.4707996907;0.5517376392
546;0.3254798715;0.1577523512;0.4832322227;0.4207101940;0.4488379650
547;0.2654968103;-0.0330774203;0.2324193900;0.3097477692;0.4061251748
548;0.2044670163;0.0795154832;0.2839824995;0.1855574016;0.4294566476
549;0.1426311021;-0.0784800151;0.0641510871;0.0949528393;0.4509866100
550;0.0802328585;-0.1263121487;-0.0460792902;0.0373548885;0.3977988711
551;0.0175182933;0.0666654986;0.0841837919;-0.0293345254;0.2732240076
552;-0.0452653385;-0.1392632205;-0.1845285590;-0.1300921816;0.1415739971
553;-0.1078705097;-0.1300562465;-0.2379267562;-0.2320629801;0.0472313560
554;-0.1700503968;-0.0605022159;-0.2305526127;-0.2832097032;-0.0178193905
555;-0.2315598526;-0.1488564504;-0.3804163030;-0.2870004726;-0.0804286908
556;-0.2921563735;0.0558542958;-0.2363020777;-0.3076762353;-0.1551582296
557;-0.3516010551;-0.0277354292;-0.3793364842;-0.3888352925;-0.2382013973
558;-0.4096595340;-0.1293684760;-0.5390280100;-0.4958158952;-0.3076537896
559;-0.4661029122;-0.0888435181;-0.5549464303;-0.5669717987;-0.3415605495
560;-0.5207086591;-0.0986520076;-0.6193606667;-0.6023388915;-0.3544638766
561;-0.5732614893;-0.0071617644;-0.5804232537;-0.6585716768;-0.3976954984
562;-0.6235542107;-0.2414590935;-0.8650133042;-0.7542191628;-0.4978651580
563;-0.6713885423;-0.0694349011;-0.7408234434;-0.8262967248;-0.6114183909
564;-0.7165758950;-0.1391389012;-0.8557147961;-0.8114466838;-0.6763363721
565;-0.7589381156;0.0329647799;-0.7259733357;-0.7436138449;-0.6986156358
566;-0.7983081894;0.0598544480;-0.7384537414;-0.7275014105;-0.7376170545
567;-0.8345308980;0.0147175398;-0.8198133582;-0.8152567059;-0.8039797913
568;-0.8674634317;-0.0101438991;-0.8776073308;-0.9467452760;-0.8346091186
569;-0.8969759527;-0.2634980842;-1.1604740370;-1.0261833500;-0.7954128218
570;-0.9229521066;0.0028053414;-0.9201467652;-1.0279743460;-0.7544351000
571;-0.9452894811;-0.0876310126;-1.0329204940;-1.0021738810;-0.8056835637
572;-0.9639000103;-0.0265477448;-0.9904477551;-0.9976964499;-0.9447818442
573;-0.9787103212;-0.0327577910;-1.0114681120;-1.0158423660;-1.0645287950
574;-0.9896620236;-0.1158247486;-1.1054867720;-1.0324887900;-1.0767364290
575;-0.9967119400;0.0580053211;-0.9387066189;-1.0290344980;-1.0102573820
576;-0.9998322756;0.0239755727;-0.9758567029;-0.9963624482;-0.9680817755
577;-0.9990107285;-0.0350884918;-1.0340992200;-0.9421448618;-0.9988692385
578;-0.9942505376;0.0892098484;-0.9050406893;-0.9054673092;-1.0455686660
579;-0.9855704702;0.1578298836;-0.8277405867;-0.9290378576;-1.0334718400
580;-0.9730047479;-0.1108173933;-1.0838221410;-0.9952540541;-0.9711120688
581;-0.9566029115;-0.0025931047;-0.9591960162;-1.0236994490;-0.9256056808
582;-0.9364296260;-0.1110627716;-1.0474923980;-0.9669210825;-0.9262211746
583;-0.9125644255;0.0750834178;-0.8374810078;-0.8815790251;-0.9473313071
584;-0.8851013996;0.0500167032;-0.8350846964;-0.8568155227;-0.9687439176
585;-0.8541488225;-0.0517260885;-0.9058749110;-0.8878726081;-0.9874158660
586;-0.8198287261;-0.0559209490;-0.8757496750;-0.8827704443;-0.9784481276
587;-0.7822764188;-0.0753370621;-0.8576134809;-0.8009237812;-0.9162464755
588;-0.7416399523;0.0925812693;-0.6490586830;-0.7160760414;-0.8377628152
589;-0.6980795376;-0.0248520319;-0.7229315695;-0.7020236042;-0.8139653988
590;-0.6517669136;-0.0149834517;-0.6667503654;-0.7126322457;-0.8422149747
591;-0.6028846699;-0.1258415378;-0.7287262077;-0.6446390242;-0.8343564604
592;-0.5516255269;0.0312619876;-0.5203635393;-0.4946454345;-0.7437635987
593;-0.4981915759;0.2690276936;-0.2291638823;-0.3748701309;-0.6416283431
594;-0.4427934827;0.0289696292;-0.4138238535;-0.3638191525;-0.6109521915
595;-0.3856496567;-0.1422803007;-0.5279299574;-0.4105161626;-0.6110919076
596;-0.3269853900;0.0246785716;-0.3023068185;-0.4175559179;-0.5326538833
597;-0.2670319690;-0.1435772881;-0.4106092571;-0.3614086403;-0.3791407357
598;-0.2060257627;0.0148573127;-0.1911684500;-0.2809584875;-0.2918922714
599;-0.1442072907;-0.1693072569;-0.3135145476;-0.1884787764;-0.3490886363
600;-0.0818202752;0.0719188481;-0.0099014271;-0.0608874605;-0.4336740127
601;-0.0191106796;0.1141772831;0.0950666034;0.0881647961;-0.3878083096
602;0.0436742607;0.1551936276;0.1988678882;0.1927312991;-0.2254762222
603;0.1062870132;0.1383630114;0.2446500247;0.2142713879;-0.0812466648
604;0.1684807246;-0.0758092254;0.0926714991;0.1974163222;-0.0005600994
605;0.2300101932;0.0442662742;0.2742764674;0.2170976809;0.0874837632
606;0.2906328366;0.0911097901;0.3817426267;0.2913702450;0.2049857815
607;0.3501096472;-0.1074085617;0.2427010855;0.3736492981;0.2709999261
608;0.4082061351;0.0201761909;0.4283823261;0.4199427183;0.2463645244
609;0.4646932524;0.0762863223;0.5409795747;0.4366335932;0.2197023653
610;0.5193482961;-0.1288187197;0.3905295763;0.4613794214;0.2822475042
611;0.5719557862;-0.0952961825;0.4766596038;0.5194218834;0.3966479270
612;0.6223083155;0.0778174501;0.7001257656;0.6083227153;0.4652996031
613;0.6702073669;-0.0006331070;0.6695742599;0.7096519987;0.4717196237
614;0.7154640962;0.0524486810;0.7679127772;0.7984383068;0.4818591127
615;0.7579000768;0.1364271795;0.8943272564;0.8478858761;0.5442210331
616;0.7973480030;0.0482039331;0.8455519361;0.8477671371;0.6470578084
617;0.8336523497;-0.0787065845;0.7549457652;0.8264594808;0.7511261015
618;0.8666699852;0.0751999266;0.9418699118;0.8363869382;0.8251113983
619;0.8962707362;-0.0166887910;0.8795819452;0.8988164008;0.8574513092
620;0.9223379003;-0.0816228111;0.8407150893;0.9723799930;0.8568916607
621;0.9447687067;0.2094065190;1.1541752260;0.9993134963;0.8482994706
622;0.9634747209;0.0080152532;0.9714899741;0.9806464205;0.8601390114
623;0.9783821936;-0.0937295069;0.8846526867;0.9775909172;0.9042135491
624;0.9894323514;0.0635738780;1.0530062290;1.0291755850;0.9652529749
625;0.9965816286;0.1682027994;1.1647844280;1.0966320990;1.0122348770
626;0.9998018389;0.0593634172;1.0591652560;1.1125847730;1.0224725060
627;0.9990802865;0.0790152876;1.0780955740;1.0665489370;1.0079016200
628;0.9944198160;0.0105253847;1.0049452010;1.0112941670;1.0152690560
629;0.9858388016;-0.0158578562;0.9699809455;0.9912916604;1.0691130160
630;0.9733710744;0.0870907451;1.0604618200;0.9955860174;1.1190148710
631;0.9570657889;-0.0194758928;0.9375898961;0.9850407216;1.0937992290
632;0.9369872294;0.0075474485;0.9445346779;0.9399743535;1.0075842160
633;0.9132145564;-0.0526634845;0.8605510720;0.8715972675;0.9504001366
634;0.8858414949;-0.0685484381;0.8172930569;0.8074003105;0.9628568120
635;0.8549759644;-0.0268387649;0.8281371995;0.7753919865;0.9816738957
636;0.8207396534;-0.1188345965;0.7019050569;0.7817434058;0.9356455697
637;0.7832675402;0.0248578980;0.8081254382;0.7898898463;0.8442375013
638;0.7427073603;0.0102451617;0.7529525220;0.7436330787;0.7803715657
639;0.6992190239;-0.0041006877;0.6951183362;0.6347181034;0.7693645052
640;0.6529739858;-0.2247582313;0.4282157544;0.5317010074;0.7723555262
641;0.6041545690;-0.0510776476;0.5530769213;0.5093599482;0.7515901800
642;0.5529532461;0.0249242641;0.5778775103;0.5522381729;0.7020666221
643;0.4995718808;0.0369196715;0.5364915523;0.5623344887;0.6276790556
644;0.4442209314;0.0179196621;0.4621405934;0.4743189754;0.5411427942
645;0.3871186214;-0.0037283412;0.3833902801;0.3345918164;0.4855952138
646;0.3284900791;-0.1603309866;0.1681590925;0.2421730521;0.4943531403
647;0.2685664503;0.0339372039;0.3025036542;0.2295578943;0.5211928672
648;0.2075839864;-0.0131134815;0.1944705050;0.2358222470;0.4738101248
649;0.1457831136;0.0485189792;0.1943020928;0.1953489477;0.3364494280
650;0.0834074843;0.0598750698;0.1432825541;0.1144415463;0.2044541629
651;0.0207030174;-0.0086030887;0.0120999288;0.0387860521;0.1673591587
652;-0.0420830720;0.0325292047;-0.0095538674;-0.0250488648;0.1981825433
653;-0.1047032471;-0.0335143230;-0.1382175701;-0.1114551066;0.1956709460
654;-0.1669106250;-0.0322449204;-0.1991555454;-0.2225391256;0.1115605435
655;-0.2284599505;-0.0382374125;-0.2666973630;-0.3030935685;-0.0077326373
656;-0.2891085625;-0.0953370933;-0.3844456558;-0.3171544032;-0.0998006058
657;-0.3486173513;0.0233575599;-0.3252597914;-0.3141839133;-0.1611547975
658;-0.4067517009;0.1235244650;-0.2832272358;-0.3701933704;-0.2265450736
659;-0.4632824139;-0.0578531600;-0.5211355739;-0.4760294689;-0.3038645622
660;-0.5179866157;-0.0501537369;-0.5681403526;-0.5436715079;-0.3614165257
661;-0.5706486324;0.0722863516;-0.4983622808;-0.5378531747;-0.3796680131
662;-0.6210608418;0.0039498485;-0.6171109933;-0.5415717905;-0.3922245415
663;-0.6690244915;0.1541278766;-0.5148966149;-0.6433616518;-0.4499678817
664;-0.7143504826;-0.1701052840;-0.8844557667;-0.7985267362;-0.5455837594
665;-0.7568601156;-0.1033741308;-0.8602342463;-0.8721603898;-0.6130882543
666;-0.7963857942;-0.0763707637;-0.8727565579;-0.8170106833;-0.6259797354
667;-0.8327716868;0.2176425963;-0.6151290905;-0.7404554874;-0.6515155577
668;-0.8658743403;0.0431612100;-0.8227131304;-0.7667292172;-0.7540364496
669;-0.8955632462;-0.0443765181;-0.9399397643;-0.8834936399;-0.8749091447
670;-0.9217213546;0.0029995868;-0.9187217677;-0.9723836064;-0.8902630417
671;-0.9442455359;-0.0315670870;-0.9758126229;-0.9646277267;-0.7956035571
672;-0.9630469876;0.0977845705;-0.8652624172;-0.9107607040;-0.7423181932
673;-0.9780515842;0.0018294874;-0.9762220969;-0.8953224473;-0.8380437973
674;-0.9892001694;0.0817962834;-0.9074038861;-0.9325178628;-0.9886493433
675;-0.9964487894;0.0702341100;-0.9262146794;-0.9731814126;-1.0255549760
676;-0.9997688662;-0.0231270564;-1.0228959230;-0.9862191638;-0.9371666156
677;-0.9991473102;-0.0113689580;-1.0105162680;-0.9925819451;-0.8674244390
678;-0.9945865720;0.0127940519;-0.9817925201;-1.0170197910;-0.9058861132
679;-0.9861046324;-0.0799409700;-1.0660456020;-1.0401207710;-0.9893675512
680;-0.9737349319;-0.0238611956;-0.9975961276;-1.0241777850;-1.0242764190
681;-0.9575262386;-0.0089463238;-0.9664725624;-0.9745054312;-1.0105289910
682;-0.9375424560;-0.1023264171;-1.0398688730;-0.9411573911;-1.0034502180
683;-0.9138623709;0.0937537923;-0.8201085786;-0.9494330007;-1.0172351620
684;-0.8865793433;-0.1131719283;-0.9997512716;-0.9589680585;-1.0183799390
685;-0.8558009375;-0.0710702086;-0.9268711461;-0.9203756958;-0.9874863432
686;-0.8216484989;-0.1169500862;-0.9385985851;-0.8516312211;-0.9450665731
687;-0.7842566749;0.1065437144;-0.6777129605;-0.8127943398;-0.9203306251
688;-0.7437728845;-0.0680393744;-0.8118122588;-0.8066107924;-0.9175503762
689;-0.7003567367;-0.1725772657;-0.8729340024;-0.7597961016;-0.9117624898
690;-0.6541794016;0.0813199600;-0.5728594417;-0.6314942429;-0.8716226491
691;-0.6054229355;0.1441866618;-0.4612362737;-0.4943234389;-0.7979206806
692;-0.5542795628;0.0672272202;-0.4870523426;-0.4532651014;-0.7306412079
693;-0.5009509186;0.0138664955;-0.4870844230;-0.5021575377;-0.6892385827
694;-0.4456472532;-0.0859533927;-0.5316006459;-0.5212182094;-0.6303636572
695;-0.3885866040;-0.0752250558;-0.4638116598;-0.4269786756;-0.5208144007
696;-0.3299939350;0.1229615084;-0.2070324266;-0.2730973422;-0.4226987387
697;-0.2701002504;0.1150754353;-0.1550248151;-0.1721906345;-0.4199042684
698;-0.2091416836;-0.0608025011;-0.2699441848;-0.1540718688;-0.4720892863
699;-0.1473585666;0.0806157916;-0.0667427750;-0.1477062500;-0.4410598653
700;-0.0849944819;0.0217132853;-0.0632811967;-0.0924476167;-0.2818845926
701;-0.0222953028;-0.0373461070;-0.0596414098;-0.0165867581;-0.1176442462
702;0.0404917766;-0.0832030435;-0.0427112668;0.0159920586;-0.0746734933
703;0.1031192154;0.0286866301;0.1318058455;0.0071050635;-0.1156890305
704;0.1653401021;-0.1818891624;-0.0165490603;0.0339989664;-0.1116795725
705;0.2269091282;-0.1573051402;0.0696039880;0.1557135720;-0.0287557014
